Код;Подстанция;Присоединение;Устройство РЗА;2015 дата;Тип терминала;2015;2016;2017;2016 дата;2018;2021;2019;2020;Посл_пров;Дата_посл_пров;ЦСРЗАИ;Ввод в эксплуатацию;Количество присоединений;Количество релейных защит;Примечание;Норма времени на Н;Норма времени на  В;Норма времени на К;Норма времени на О;Микроэлектроника;Оформлена документация;Включено в график отключений;Стоимость реконструкции;Год реконструкции;Микропроцессорная;Мастер код;2021 дата;Норма времени на К1;Сортировка ЦДС;Выполнено;Это не РЗА?;Тип присоединения;Реконструкция по ОКС;2017 дата;2022;2023;2024;2025;2018 дата;2026;2027;2028;2029;2030;Количество электроавтоматики;Количество противоаварийной автоматики;2019 дата;Назначение устройства РЗА;Производитель;Тип объекта;Тип устройства;2020 дата;2022 дата
2580;ТП-831 "Ст.Село" ВСРЭС;РУ-10кВ;РЗА;;РТВ;;в;;11;;;;к;к;2020;0;1985;1;1;;14;7,60;2,20;0,90;0;0;0;;2024;0;11;;;;0;0;6;0;;;;в;;;;;к;;;;;;1;1;ТП;ЭМ;4;
2581;ТП-199 "М.Лётцы" ВСРЭС;РУ-10кВ;РЗА;;БРЗА;в;;;;к;в;;;в;03.2021;0;1967;1;1;;40;28,80;13,30;2,60;1;0;0;;2018;0;11;3;;;0;0;6;0;;;;;к;1;;;;в;;;;;1;7;ТП;МЭ;;
2582;ТП-792 "Копти" ВСРЭС;РУ-10кВ;РЗА;;РТВ;к;;;;;;к;;к;07.2019;0;1984;1;1;;40;28,80;13,30;2,60;0;0;0;;2024;0;11;;40,00;;0;0;6;0;;;в;;;;;к;;;;;;7;1;1;ТП;ЭМ;;
2584;ТП-268 "Крынки" ЛРЭС;РУ-10кВ;РЗА;;РТВ;;к;;1;;;;в;в;2020;0;1974;1;1;;14;7,60;2,20;0,90;0;0;0;;2020;0;11;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ТП;ЭМ;5;
2585;ТП-280 "Мерзляково" ЛРЭС;РУ-10кВ;РЗА;;РТВ;к;;в;;;в;;;в;09.2021;0;1983;1;1;;14;7,60;2,20;0,90;0;0;0;;2024;0;11;9;;;0;0;6;0;6;;;;к;;;;;в;;;;;1;1;ТП;ЭМ;;
2587;ТП-311 "Высочаны" ЛРЭС;РУ-10кВ;РЗА;;РТВ;к;;к;;;в;;;в;09.2021;0;1971;1;1;;14;7,60;2,20;0,90;0;0;0;;2024;0;11;9;;;0;0;6;0;8;;;;к;;;;;в;;;;;1;1;ТП;ЭМ;;
2590;ТП-99 "Стасево" ЛРЭС;РУ-10кВ;РЗА;;РТВ;;к;;11;;;;в;в;2020;0;1985;1;1;;14;7,60;2,20;0,90;0;0;0;;2020;0;11;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ТП;ЭМ;9;
2591;ТП-320 "Зубки" ЛРЭС;РУ-10кВ;РЗА;;РТВ;;в;;7;;;;к;к;2020;0;1983;1;1;;14;7,60;2,20;0,90;0;0;0;;2024;0;11;;;;0;0;6;0;;;;в;;;;;к;;;;;;1;1;ТП;ЭМ;8;
2592;ТП-191 "Веляшковичи" ЛРЭС;РУ-10кВ;РЗА;;РТВ;к;;в;;;к;;;к;03.2021;0;1988;1;1;;14;7,60;2,20;0,90;0;0;0;;2017;0;11;4;;;0;0;6;0;2;;;;в;;;;;к;;;;;1;1;ТП;ЭМ;;
2593;ТП-392 "Лиозно ЦРБ" ЛРЭС;РУ-10кВ;РЗА;;БРЗА;к;;;;в;к;;;к;11.2021;0;1995;1;1;;40;28,80;13,30;2,60;1;0;0;;2025;0;11;11;;;0;0;6;0;;;;;в;9;;;;к;;;;;1;7;ТП;МЭ;;
2594;ТП-332 "г.котельная" ЛРЭС;РУ-10кВ;РЗА;;БРЗА;в;;;;к;в;;;в;10.2021;0;1983;1;1;;40;28,80;13,30;2,60;1;0;0;;2018;0;11;9;;;0;0;6;0;;;;;к;1;;;;в;;;;;1;7;ТП;МЭ;;
2595;ТП-390 "Черноручье" ЛРЭС;РУ-10кВ;РЗА;;МР-301;к;;;;;;в;;к;03.2022;0;2015;1;1;;40;28,80;13,30;2,60;0;0;0;;;1;11;;40,00;;0;0;6;0;;к;;;;;в;;;;к;;;4;1;4;ТП;МП;;3
2596;ТП-233 "Надёжино" ЛРЭС;РУ-10кВ;РЗА;;МР-301;в;;;;к;;;;в;01.2022;0;2015;1;1;;40;28,80;13,30;2,60;0;0;0;;2027;1;11;;;;0;0;6;0;;в;;;;5;к;;;;в;;;;1;4;ТП;МП;;1
2598;ТП-540 "Симоново" ЛРЭС;РУ-10кВ;РЗА;;МР-500;к1;;;;к;;;;к;07.2018;0;2012;1;1;;40;28,80;13,30;2,60;0;0;0;;;1;11;;;;0;0;6;0;;в;;;;6;к;;;;в;;;;1;4;ТП;МП;;8
2600;ТП-537 "Войхане" ГРЭС;РУ-10кВ;РЗА;;РТВ;к;;;;;;к;;к;06.2019;0;1976;1;1;;14;7,60;2,20;0,90;0;0;0;;2024;0;11;;14,00;;0;0;6;0;;;в;;;;;к;;;;;;5;1;1;ТП;ЭМ;;
2601;ТП-93 "Бегуны" ГРЭС;РУ-10кВ;РЗА;;РТВ;;к;;11;;;;в;в;2020;0;1984;1;1;;14;7,60;2,20;0,90;0;0;0;;2020;0;11;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ТП;ЭМ;2;
2602;ТП-40 "Слобода" ГРЭС;РУ-10кВ;РЗА;;РТВ;к;;;;;;к;;в;12.2019;0;1979;1;1;;40;28,80;13,30;2,60;0;0;0;;2024;0;11;;40,00;;0;0;6;0;;;в;;;;;к;;;;;;5;1;1;ТП;ЭМ;;
2603;ТП-494 "Берёзовка" ГРЭС;РУ-10кВ;РЗА;;БРЗА;;;к;;;;;в;в;2020;0;1979;1;1;;40;28,80;13,30;2,60;1;0;0;;2017;0;11;;;;0;0;6;0;9;;;к;;;;;в;;;;;;1;7;ТП;МЭ;2;
2604;ТП-593 "Селище" ГРЭС;РУ-10кВ;РЗА;;РТВ;;в;;11;;;;к;к;2020;0;1985;1;1;;14;7,60;2,20;0,90;0;0;0;;2024;0;11;;;;0;0;6;0;;;;в;;;;;к;;;;;;1;1;ТП;ЭМ;2;
2605;ТП-49 "Ложане" ГРЭС;РУ-10кВ;РЗА;;РТВ;в;;;;в;;;;к;07.2018;0;1971;1;1;;14;7,60;2,20;0,90;0;0;0;;2018;0;11;;;;0;0;6;0;;в;;;;10;к;;;;в;;;;1;1;ТП;ЭМ;;6
2606;ТП-581 "Вархи" ГРЭС;РУ-10кВ;РЗА;;РТВ;к;;;;к;;;;к;02.2018;0;1994;1;1;;14;7,60;2,20;0,90;0;0;0;;2025;0;11;;;;0;0;6;0;;в;;;;12;к;;;;в;;;;1;1;ТП;ЭМ;;5
2607;ТП-483"Пальминка" ГРЭС;РУ-10кВ;РЗА;;РТВ;к;;к;;;в;;;в;11.2021;0;1977;1;1;;14;7,60;2,20;0,90;0;0;0;;2024;0;11;11;;;0;0;6;0;5;;;;к;;;;;в;;;;;1;1;ТП;ЭМ;;
2609;ТП-609 "Лахи" ГРЭС;РУ-10кВ;РЗА;;РТВ;в;к;;11;;;;в;в;2020;0;1986;1;1;;14;7,60;2,20;0,90;0;0;0;;2020;0;11;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ТП;ЭМ;10;
2611;ТП-613 "Меховое" ГРЭС;РУ-10кВ;РЗА;;РТВ;в;;;;;;к;;к;06.2019;0;1984;1;1;;14;7,60;2,20;0,90;0;0;0;;2023;0;11;;14,00;;0;0;6;0;;;в;;;;;к;;;;;;6;1;1;ТП;ЭМ;;
2612;ТП-499 "Кабище" ГРЭС;РУ-10кВ;РЗА;;РТВ;;в;;10;;;;к;к;2020;0;1985;1;1;;14;7,60;2,20;0,90;0;0;0;;2024;0;11;;;;0;0;6;0;;;;в;;;;;к;;;;;;1;1;ТП;ЭМ;2;
2613;ТП-33 "Б.Стайки" ГРЭС;РУ-10кВ;РЗА;;РТВ;;в;;7;;;;к;к;2020;0;1993;1;1;;14;7,60;2,20;0,90;0;0;0;;2025;0;11;;;;0;0;6;0;;;;в;;;;;к;;;;;;1;1;ТП;ЭМ;2;
2614;ТП-239 "Санники" БРЭС;РУ-10кВ;РЗА;;РТВ;;;в;;;к;;;к;04.2021;0;1976;1;1;;14;7,60;2,20;0,90;0;0;0;;2017;0;11;4;;;0;0;6;0;5;;;;в;;;;;к;;;;;1;1;ТП;ЭМ;;
2615;ТП-262 "Синицы" БРЭС;РУ-10кВ;РЗА;;РТВ;к;;к;;;в;;;в;05.2021;0;1990;1;1;;14;7,60;2,20;0,90;0;0;0;;2025;0;11;5;;;0;0;6;0;12;;;;к;;;;;в;;;;;1;1;ТП;ЭМ;;
2616;ТП-450 "Черногостье" БРЭС;РУ-10кВ;РЗА;;МР-500-4;;в;;7;;;;к;к;2020;0;2013;4;4;;40;28,80;13,30;2,60;0;0;0;;;1;11;;;;0;0;6;0;;;;в;;;;;к;;;;;;1;4;ТП;МП;9;
2617;ТП-451 "Камоски" БРЭС;РУ-10кВ;РЗА;;РТВ;;в;;7;;;;к;к;2020;0;1985;1;1;;14;7,60;2,20;0,90;0;0;0;;2022;0;11;;;;0;0;6;0;;;;в;;;;;к;;;;;;1;1;ТП;ЭМ;9;
2618;ТП-454 "Чановичи" БРЭС;РУ-10кВ;РЗА;;РТВ;;;в;;;к;;;к;11.2021;0;1990;1;1;;14;7,60;2,20;0,90;0;0;0;;2020;0;11;11;;;0;0;6;0;9;;;;в;;;;;к;;;;;1;1;ТП;ЭМ;;
2619;ТП-460 "Свеча" БРЭС;РУ-10кВ;РЗА;;РТВ;;;;;;;в;;к;05.2019;0;1988;2;2;;40;28,80;13,30;2,60;0;0;0;;2019;0;11;;40,00;;0;0;6;0;;;к;;;;;;;;;;;5;1;1;ТП;ЭМ;;
2621;ТП-16 "Будники" БРЭС;РУ-10кВ;РЗА;;МР-500;к;н;к1;;;;;к;к;2020;0;2014;3;3;;40;28,80;13,30;2,60;0;0;0;;2025;1;11;;;;0;0;6;0;6;;;в;;;;;к;;;;;;1;4;ТП;МП;9;
2622;ТП-564 "Глазомичи" РРЭС;РУ-10кВ;РЗА;;РТВ;в;;;;в;;;;в;07.2018;0;1984;1;1;;40;28,80;13,30;2,60;0;0;0;;2019;0;11;;;;0;0;6;0;;к;;;;7;в;;;;;;;;1;1;ТП;ЭМ;;11
2624;ТП-715 "Сущёво" РРЭС;РУ-10кВ;РЗА;;РТВ;;;;;;;в;;в;07.2019;0;1979;1;1;;14;7,60;2,20;0,90;0;0;0;;2019;0;11;;14,00;;0;0;6;0;;;к;;;;;в;;;;;;7;1;1;ТП;ЭМ;;
2625;ТП-663 "Новоселки" РРЭС;РУ-10кВ;РЗА;;РТВ;к;;;;;;к;;к;06.2019;0;1982;1;1;;14;7,60;2,20;0,90;0;0;0;;2024;0;11;;14,00;;0;0;6;0;;;в;;;;;к;;;;;;6;1;1;ТП;ЭМ;;
2626;ТП-595 "Присушино" РРЭС;РУ-10кВ;РЗА;;РТВ;к;;к;;;;к;;в;12.2019;0;1977;1;1;;14;7,60;2,20;0,90;0;0;0;;2024;0;11;;14,00;;0;0;6;0;6;;в;;;;;к;;;;;;6;1;1;ТП;ЭМ;;
2627;ТП-771 "Полудетки" РРЭС;РУ-10кВ;РЗА;;РТВ;;;;;;к;;;к;10.2021;0;1985;1;1;;14;7,60;2,20;0,90;0;0;0;;2017;0;11;10;;;0;0;6;0;;;;;в;;;;;к;;;;;1;1;ТП;ЭМ;10;
2628;ТП-370 "Бабиничи" РРЭС;РУ-10кВ;РЗА;;РТВ;;в;;9;;;;к;к;2020;0;1981;1;1;;40;28,80;13,30;2,60;0;0;0;;2024;0;11;;;;0;0;6;0;;;;в;;;;;к;;;;;;1;1;ТП;ЭМ;9;
2629;ТП-1037 "Бабиничи" РРЭС;РУ-10кВ;РЗА;;РТВ;в;;;;;;;в;в;2020;0;1993;1;1;;14;7,60;2,20;0,90;0;0;0;;2023;0;11;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ТП;ЭМ;10;
2631;ТП-22 "Шапурова" РРЭС;РУ-10кВ;РЗА;;МР-500;к1;;;;к;;;;к;05.2018;0;2014;3;3;;40;28,80;13,30;2,60;0;0;0;;;1;11;;;;0;0;6;0;;в;;;;4;к;;;;в;;;;1;4;ТП;МП;;5
2632;ТП-321 "Добея" ШРЭС;РУ-10кВ;РЗА;;РТВ;к;;к;;;в;;;в;12.2021;0;1985;1;1;;14;7,60;2,20;0,90;0;0;0;;2024;0;11;9;;;0;0;6;0;8;;;;к;;;;;в;;;;;1;1;ТП;ЭМ;;
2633;ТП-34 "Шумилино" ШРЭС;РУ-10кВ;РЗА;;РТВ;к;;к;;;в;;;в;10.2021;0;1983;1;1;;14;7,60;2,20;0,90;0;0;0;;2024;0;11;10;;;0;0;6;0;3;;;;к;;;;;в;;;;;1;1;ТП;ЭМ;;
2634;ТП-40 "Больница" ШРЭС;РУ-10кВ;РЗА;;БРЗА;;к;;9;;;;в;в;2020;0;1989;1;1;;40;28,80;13,30;2,60;1;0;0;;2020;0;11;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;7;ТП;МЭ;10;
2635;ТП-265 "Св.сельский" ШРЭС;РУ-10кВ;РЗА;;РТВ;к;;к;;;в;;;в;08.2021;0;1973;1;1;;14;7,60;2,20;0,90;0;0;0;;2024;0;11;8;;;0;0;6;0;12;;;;к;;;;;в;;;;;1;1;ТП;ЭМ;;
2636;ТП-578 "Цавьи" ШРЭС;РУ-10кВ;РЗА;;РТВ;в;;;;;;к;;к;06.2019;0;1993;1;1;;14;7,60;2,20;0,90;0;0;0;;2023;0;11;;14,00;;0;0;6;0;;;в;;;;;к;;;;;;5;1;1;ТП;ЭМ;;
2639;ТП-490 "Слобода" ШРЭС;РУ-10кВ;РЗА;;РТВ;к;;;;в;;;;в;06.2018;0;1989;1;1;;14;7,60;2,20;0,90;0;0;0;;2018;0;11;;;;0;0;6;0;;к;;;;11;в;;;;к;;;;1;1;ТП;ЭМ;;3
2641;ТП-160 "Мишковичи" ШРЭС;РУ-10кВ;РЗА;;РТВ;;;в;;;к;;;к;02.2021;0;1984;1;1;;14;7,60;2,20;0,90;0;0;0;;2017;0;11;2;;;0;0;6;0;3;;;;в;;;;;к;;;;;1;1;ТП;ЭМ;;
2642;ТП-485 "Шумилино" ШРЭС;РУ-10кВ;РЗА;;РТВ;;;в;;;к;;;к;11.2021;0;1988;5;5;;40;28,80;13,30;2,60;0;0;0;;2017;0;11;10;;;0;0;6;0;2;;;;в;;;;;к;;;;;1;1;ТП;ЭМ;;
2657;35кВ Сураж;ВВ-10кВ №825;РЗА;;РТ-40 и РВМ-12;;к;;11;;в;;;в;06.2021;0;2012;1;1;;40;30,90;14,90;3,10;0;0;0;;;0;6;5;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ПС 35;ЭМ;8;
2658;35кВ Сураж;ВВ-10кВ №824;РЗА;;РТ-40 и РВМ-12;;к;;11;;в;;;в;06.2021;0;2012;1;1;;40;30,90;14,90;3,10;0;0;0;;;0;6;5;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ПС 35;ЭМ;8;
2659;35кВ Сураж;ВВ-10кВ №823;РЗА;;РТ-40 и РВМ-12;;к;;11;;в;;;в;06.2021;0;2012;1;1;;40;30,90;14,90;3,10;0;0;0;;;0;6;5;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ПС 35;ЭМ;8;
2660;35кВ Сураж;ВВ-10кВ №822;РЗА;;РТ-40 и РВМ-12;;к;;11;;в;;;в;06.2021;0;2012;1;1;;40;30,90;14,90;3,10;0;0;0;;;0;6;5;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ПС 35;ЭМ;8;
2661;35кВ Сураж;ВВ-10кВ №821;РЗА;;РТ-40 и РВМ-12;;к;;11;;в;;;в;06.2021;0;2012;1;1;;40;30,90;14,90;3,10;0;0;0;;;0;6;5;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ПС 35;ЭМ;8;
2662;35кВ Сураж;ВВ-10кВ №820;РЗА;;РТ-40 и РВМ-12;;к;;11;;в;;;в;06.2021;0;2012;1;1;;40;30,90;14,90;3,10;0;0;0;;;0;6;5;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ПС 35;ЭМ;8;
2663;35кВ Сураж;ВВ-10кВ №819;РЗА;;РТ-40 и РВМ-12;;к;;11;;в;;;в;07.2021;0;2012;1;1;;40;30,90;14,90;3,10;0;0;0;;;0;6;5;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ПС 35;ЭМ;8;
2664;35кВ Сураж;ВВ-10кВ №818;РЗА;;РТ-40 и РВМ-12;;к;;11;;в;;;в;08.2021;0;2012;1;1;;40;30,90;14,90;3,10;0;0;0;;;0;6;5;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ПС 35;ЭМ;8;
2665;35кВ Сураж;ВВ-10кВ №817;РЗА;;РТ-40 и РВМ-12;;к;;11;;в;;;в;08.2021;0;2012;1;1;;40;30,90;14,90;3,10;0;0;0;;;0;6;5;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ПС 35;ЭМ;8;
2666;35кВ Сураж;ВВ-10кВ №816;РЗА;;РТ-40 и РВМ-12;;к;;11;;в;;;в;08.2021;0;2012;1;1;;40;30,90;14,90;3,10;0;0;0;;;0;6;5;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ПС 35;ЭМ;8;
2667;35кВ Сураж;ВВ-10кВ №815;РЗА;;РТ-40 и РВМ-12;;к;;11;;в;;;в;08.2021;0;2012;1;1;;40;30,90;14,90;3,10;0;0;0;;;0;6;5;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ПС 35;ЭМ;8;
2668;35кВ Езерище;ВВ-10кВ №942;РЗА;;РТ-40 и РВМ-12;;к;;3;;;;в;в;2020;0;2004;1;1;;;30,90;14,90;3,10;0;0;0;;;0;3;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ПС 35;ЭМ;4;
2669;35кВ Езерище;ВВ-10кВ №941;РЗА;;РТ-40 и РВМ-12;;к;;3;;;;в;в;2020;0;2004;1;1;;;30,90;14,90;3,10;0;0;0;;;0;3;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ПС 35;ЭМ;4;
2670;35кВ Езерище;ВВ-10кВ №939;РЗА;;РТ-40 и РВМ-12;;к;;3;;;;в;в;2020;0;2004;1;1;;;30,90;14,90;3,10;0;0;0;;;0;3;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ПС 35;ЭМ;4;
2671;35кВ Езерище;ВВ-10кВ №936;РЗА;;РТ-40 и РВМ-12;;к;;3;;;;в;в;2020;0;2004;1;1;;;30,90;14,90;3,10;0;0;0;;;0;3;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ПС 35;ЭМ;4;
2672;35кВ Езерище;ВВ-10кВ №935;РЗА;;РТ-40 и РВМ-12;;к;;3;;;;в;в;2020;0;2004;1;1;;;30,90;14,90;3,10;0;0;0;;;0;3;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ПС 35;ЭМ;4;
2673;35кВ Езерище;ВВ-10кВ №934;РЗА;;РТ-40 и РВМ-12;;к;;3;;;;в;в;2020;0;2004;1;1;;;30,90;14,90;3,10;0;0;0;;;0;3;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ПС 35;ЭМ;4;
2674;35кВ Езерище;ВВ-10кВ №933;РЗА;;РТ-40 и РВМ-12;;к;;3;;;;в;в;2020;0;2004;1;1;;;30,90;14,90;3,10;0;0;0;;;0;3;;;;0;0;6;0;;;;к;;;;;в;;;;;;1;1;ПС 35;ЭМ;4;
2676;РП-70;РУ-10кВ;РЗА;;МР-500-3,МР-300-5;;в;;9;;;;к;к;2020;0;2013;8;25;;;43,30;29,80;5,20;0;0;0;;;1;9;;;;0;0;6;0;;;;в;;;;;ос;;;;;;1;4;РП;МП;12;
